harness_id,harness,feature,kind,text,official_aliases,sources,checked_on
aider,Aider,test,MIXED,`--auto-test --test-cmd COMMAND`、`/test COMMAND`。編集後lintと失敗修正あり。,,https://aider.chat/docs/usage/lint-test.html,2026-09-13
aider,Aider,delegate,NONE,Architect / Editorのモデル分離。独立workerへのsubagent委譲とは別。,,https://aider.chat/docs/usage/modes.html,2026-09-13
aider,Aider,schedule,EXTENSION,`--message-file FILE`を外部schedulerから実行,,https://aider.chat/docs/config/options.html,2026-09-13
aider,Aider,limits,CLI,`--max-chat-history-tokens N`は履歴量。壁時計・全作業の反復上限とは別。,,https://aider.chat/docs/config/options.html,2026-09-13
aider,Aider,sandbox,UNVERIFIED,組み込みOS隔離は今回のoption一覧で未確認。外部container等で構成。,,https://aider.chat/docs/config/options.html,2026-09-13
aider,Aider,extend,CLI,`--load FILE`でchat command読込。MCPは今回の標準一覧で未確認。,,https://aider.chat/docs/config/options.html,2026-09-13
aider,Aider,output,CLI,`--chat-history-file FILE` / `--llm-history-file FILE`。汎用JSON event streamとは別。,,https://aider.chat/docs/config/options.html,2026-09-13
openhands-cli,OpenHands CLI (legacy),start,CLI,`openhands`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),model,MIXED,Settings、または`LLM_MODEL`＋`--override-with-envs`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),headless,CLI,"`openhands --headless --task ""PROMPT""`",`-t` = `--task` ; `-f` = `--file`,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),resume,CLI,`openhands --resume --last` / `openhands --resume ID`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),plan,UI,command paletteのPlanで計画を見る。専用`/plan`開始コマンドは一覧で未確認。,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),compact,SLASH,`/condense`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),approval,MIXED,`--always-approve`、`--llm-approve`、`/confirm`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),goal,UNVERIFIED,通常agent loop。永続GoalのCLIコマンドは今回の資料で未確認。,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),test,MODEL,agentにテスト実行と失敗修正を依頼,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),delegate,UNVERIFIED,SDKに委譲機能はあるが、このlegacy CLIの利用面で同じ操作を保証しない。,,https://docs.openhands.dev/sdk/guides/agent-file-based ; https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),schedule,EXTENSION,headlessを外部schedulerから起動。Canvasのautomation機能とは別。,,https://docs.openhands.dev/openhands/usage/cli/command-reference ; https://docs.openhands.dev/overview/introduction,2026-09-13
openhands-cli,OpenHands CLI (legacy),limits,UNVERIFIED,このCLI表で全体のmax-turns／壁時計フラグを未確認。SDK設定とは混ぜない。,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),sandbox,CONFIG,workspace / runtime構成に依存。旧`serve`のDocker GUIを新規推奨とはしない。,,https://docs.openhands.dev/openhands/usage/cli/command-reference ; https://docs.openhands.dev/overview/introduction,2026-09-13
openhands-cli,OpenHands CLI (legacy),extend,MIXED,`openhands mcp add` / `mcp list`、`/skills`,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-cli,OpenHands CLI (legacy),output,CLI,`--headless --json`でJSONL,,https://docs.openhands.dev/openhands/usage/cli/command-reference,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,start,SDK,Python SDKで`Conversation(...)`を作成。CLI表の`openhands`とは別。,,https://github.com/OpenHands/software-agent-sdk/blob/76e9e25078ed0ff7970f2c75e451274d3ed32bf2/README.md,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,model,SDK,"`LLM(model=..., base_url=...)`を設定",,https://docs.openhands.dev/sdk/api-reference/openhands.sdk.llm,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,headless,SDK,`conversation.send_message(...)` → `conversation.run()`,,https://docs.openhands.dev/sdk/guides/convo-persistence,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,resume,SDK,同じ`conversation_id` / `persistence_dir`で復元,,https://docs.openhands.dev/sdk/guides/convo-persistence,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,plan,UNVERIFIED,計画ツール／agent構成による。SDK共通slash commandはない。,,https://github.com/OpenHands/software-agent-sdk/blob/76e9e25078ed0ff7970f2c75e451274d3ed32bf2/README.md,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,compact,SDK,condenserの構成。CLIの`/condense`とは別のSDK面。,,https://docs.openhands.dev/sdk/guides/context-condenser,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,approval,SDK,confirmation policyを設定。AlwaysConfirm等。,,https://docs.openhands.dev/sdk/guides/security,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,goal,SDK,`FINISHED` / `STUCK` / `ERROR`等を監視し、外部controllerで完了判定と再投入を設計。,,https://docs.openhands.dev/sdk/api-reference/openhands.sdk.conversation,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,test,SDK,外部テスト結果をcontrollerの完了条件へ組み込める。実装が必要。,,https://docs.openhands.dev/sdk/api-reference/openhands.sdk.conversation,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,delegate,SDK,`DelegateTool` / file-based agent定義,,https://docs.openhands.dev/sdk/guides/agent-file-based,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,schedule,MIXED,Automation Serverが定期／イベント実行を担当。SDK単体のcronコマンドではない。,,https://docs.openhands.dev/overview/introduction,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,limits,SDK,Conversationのiteration / stuck設定等を使用。外部プロセス復旧は別途。,,https://docs.openhands.dev/sdk/api-reference/openhands.sdk.conversation,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,sandbox,SDK,Docker等の一時workspace／Agent Serverを構成,,https://github.com/OpenHands/software-agent-sdk/blob/76e9e25078ed0ff7970f2c75e451274d3ed32bf2/README.md,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,extend,SDK,Python tools / plugins / MCPをagentへ構成,,https://github.com/OpenHands/software-agent-sdk/blob/76e9e25078ed0ff7970f2c75e451274d3ed32bf2/README.md ; https://docs.openhands.dev/sdk/guides/convo-persistence,2026-09-13
openhands-sdk,OpenHands SDK / Agent Server,output,SDK,Agent ServerのREST / WebSocket、SDKのevents / callbacks,,https://docs.openhands.dev/overview/introduction ; https://docs.openhands.dev/sdk/guides/convo-persistence,2026-09-13
goose,Goose,start,CLI,`goose session`,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,model,CLI,`--provider PROVIDER --model MODEL`,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,headless,CLI,"`goose run --text ""PROMPT""` / `--instructions FILE`",`-t` = `--text` ; `-i` = `--instructions`,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,resume,CLI,`goose session --resume --session-id ID` / `goose run --resume`,`-r` = `--resume`（文脈依存）,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,plan,SLASH,`/plan [PROMPT]` / `/endplan`,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,compact,SLASH,`/compact`,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,approval,MIXED,`/mode auto` / `approve` / `smart_approve`。`GOOSE_MODE`設定。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md ; https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/config-files.md,2026-09-13
goose,Goose,goal,CLI,`goose run --recipe FILE`で定義済み作業。独立したGoal完了検証とは区別。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,test,MODEL,recipe／指示にテスト→修正を記載。テスト強制ゲートの有無は別途確認。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,delegate,MODEL,自然言語で並列subagentへ委譲を依頼。専用slash commandではない。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/tutorials/subagents.md,2026-09-13
goose,Goose,schedule,CLI,`goose schedule add` / `list` / `run-now`。schedulerの稼働設定が必要。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,limits,CLI,`goose run --max-turns N`,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,sandbox,UNVERIFIED,組み込みOS隔離の統一CLIフラグは未確認。Docker Model Runnerは推論backendでありagentの隔離ではない。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/getting-started/providers.md ; https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
goose,Goose,extend,MIXED,`goose configure`、`/extension COMMAND`、`/skills`。MCP extensions。,,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md ; https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/getting-started/providers.md,2026-09-13
goose,Goose,output,CLI,"`goose run --output-format json --text ""PROMPT""` / `stream-json`",,https://github.com/aaif-goose/goose/blob/50666ae0b9a51e260b52b7efbab2e4e020346e94/documentation/docs/guides/goose-cli-commands.md,2026-09-13
mistral-vibe,Mistral Vibe,start,CLI,`vibe`,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,model,MIXED,`--model MODEL` / `/model`,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md ; https://docs.mistral.ai/vibe/code/cli/commands-shortcuts,2026-09-13
mistral-vibe,Mistral Vibe,headless,CLI,"`vibe --prompt ""PROMPT""`",`-p` = `--prompt`,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,resume,CLI,`vibe --continue` / `vibe --resume ID`,`-c` = `--continue`,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,plan,CLI,`vibe --agent plan`,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,compact,SLASH,`/compact [INSTRUCTIONS]`,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,approval,CLI,`--auto-approve`,`--yolo` = `--auto-approve`,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,goal,UNVERIFIED,通常agent loop。独立Goal検証の標準コマンドは今回の資料で未確認。,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,test,MODEL,shellでテスト→修正を依頼,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,delegate,CONFIG,組み込みexplore等のsubagent／カスタムagentを構成,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,schedule,EXTENSION,`--prompt`で外部schedulerから起動。`/teleport`はクラウド移送でローカル定期実行ではない。,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md ; https://docs.mistral.ai/vibe/code/cli/commands-shortcuts,2026-09-13
mistral-vibe,Mistral Vibe,limits,CLI,`--max-turns N` / `--max-tokens N` / `--max-price N`,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,sandbox,UNVERIFIED,`--worktree NAME`はGit分離。OS隔離の標準設定は今回の資料で確定しない。,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
mistral-vibe,Mistral Vibe,extend,MIXED,skills / MCP、`/reload`。設定は`config.toml`。,,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md ; https://docs.mistral.ai/vibe/code/cli/commands-shortcuts,2026-09-13
mistral-vibe,Mistral Vibe,output,CLI,"`vibe -p ""PROMPT"" --output json`",,https://github.com/mistralai/mistral-vibe/blob/19b5b74faa78d0816b8d4d4c7d7543fc3520678c/README.md,2026-09-13
kilo,Kilo Code CLI,start,CLI,`kilo`,,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
kilo,Kilo Code CLI,model,MIXED,`--model provider/MODEL` / `/models`,`-m` = `--model`,https://kilo.ai/docs/code-with-ai/platforms/cli-reference ; https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,headless,CLI,"`kilo run ""PROMPT""`",,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
kilo,Kilo Code CLI,resume,MIXED,"`kilo run --continue ""PROMPT""` / `--session ID`、`/sessions`",`-c` = `--continue` ; `-s` = `--session` ; `/resume` / `/continue` = `/sessions`,https://kilo.ai/docs/code-with-ai/platforms/cli-reference ; https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,plan,MIXED,`--agent NAME` / `/agents`で計画用agentを選択。導入済みagent名を確認。,,https://kilo.ai/docs/code-with-ai/platforms/cli-reference ; https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,compact,SLASH,`/compact`,`/summarize` = `/compact`,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,approval,CLI,"`kilo run --auto ""PROMPT""`。明示denyは残る。",,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
kilo,Kilo Code CLI,goal,UNVERIFIED,通常agent loop／Orchestrator。独立したGoal完了検証の標準コマンドは未確認。,,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,test,MODEL,テスト実行・修正をagentへ依頼,,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,delegate,MIXED,Orchestrator / custom agents。`kilo agent`で管理。,,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,schedule,CLI,`kilo serve` / `kilo daemon`。定期タスクの実行は別途構成。,,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,limits,UNVERIFIED,汎用の全実行時間フラグは今回のCLI表では未確定。外側で管理。,,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
kilo,Kilo Code CLI,sandbox,UNVERIFIED,承認設定とOS隔離を別扱い。今回の資料で統一sandboxフラグ未確認。,,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
kilo,Kilo Code CLI,extend,CLI,`kilo mcp` / `kilo plugin MODULE`、skills,,https://kilo.ai/docs/code-with-ai/platforms/cli,2026-09-13
kilo,Kilo Code CLI,output,CLI,"`kilo run --format json ""PROMPT""`",,https://kilo.ai/docs/code-with-ai/platforms/cli-reference,2026-09-13
cline,Cline CLI,start,CLI,`cline` / `cline --tui`,`-i` = `--tui`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx,2026-09-13
cline,Cline CLI,model,CLI,`--provider PROVIDER --model MODEL`,`-P` = `--provider` ; `-m` = `--model`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx,2026-09-13
cline,Cline CLI,headless,CLI,"`cline --json ""PROMPT""`。`--yolo`実行もターン完了で終了。",,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,resume,CLI,`cline --id ID`。一覧は`cline history`。,`cline h` = `cline history`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx,2026-09-13
cline,Cline CLI,plan,CLI,"`cline --plan ""PROMPT""`",`-p` = `--plan`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx,2026-09-13
cline,Cline CLI,compact,CLI,`--compaction agentic` / `basic` / `off`。手動slashとは別。,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,approval,CLI,`--auto-approve true` / `--yolo`。yoloはspawn/teamを既定で無効化する。,`-y` = `--yolo`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx ; https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,goal,UNVERIFIED,単発終了・background hubあり。独立Goal判定の正式コマンドは今回の資料で未確認。,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,test,MODEL,ツールでテスト→修正を依頼,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,delegate,MIXED,spawn/team機能あり。ただしyolo/zenでは既定無効。,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,schedule,CLI,"`cline schedule create`、`cline --zen ""PROMPT""`はhubへ背景投入。",`-z` = `--zen`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,limits,CLI,`--timeout SECONDS` / `--retries N`。retriesは連続mistake上限。,`-t` = `--timeout`,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx,2026-09-13
cline,Cline CLI,sandbox,CLI,`--data-dir PATH`で状態分離／sandbox mode。ただしOSレベルの隔離保証は別途確認。,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,extend,CLI,`cline mcp` / `cline plugin`、hooks / skills,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/docs/cli/cli-reference.mdx ; https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
cline,Cline CLI,output,CLI,`--json`でNDJSON / `--acp`,,https://github.com/cline/cline/blob/cfe9cadab99617d5013bf89f07b079d105057791/apps/cli/README.md,2026-09-13
gemini-cli,Gemini CLI,start,CLI,`gemini`,,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
gemini-cli,Gemini CLI,model,CLI,`--model MODEL`。モデル名指定だけで任意ローカルproviderへ変わるわけではない。,`-m` = `--model`,https://geminicli.com/docs/cli/cli-reference/ ; https://geminicli.com/docs/get-started/authentication/,2026-09-13
gemini-cli,Gemini CLI,headless,CLI,"`gemini --prompt ""PROMPT""`",`-p` = `--prompt`,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
gemini-cli,Gemini CLI,resume,CLI,`gemini --resume latest` / `--resume ID`,`-r` = `--resume`,https://geminicli.com/docs/cli/cli-reference/ ; https://geminicli.com/docs/reference/configuration/,2026-09-13
gemini-cli,Gemini CLI,plan,CLI,`--approval-mode plan`。headlessでは実装へ自動遷移する挙動あり。,,https://geminicli.com/docs/cli/plan-mode/,2026-09-13
gemini-cli,Gemini CLI,compact,SLASH,`/compress`,,https://geminicli.com/docs/reference/commands/,2026-09-13
gemini-cli,Gemini CLI,approval,CLI,`--approval-mode yolo`。古い`--yolo`はcheatsheetでdeprecated。,,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
gemini-cli,Gemini CLI,goal,UNVERIFIED,ローカルLLMでの自律Goalは未検証。通常のheadless agent loopとは区別。,,https://geminicli.com/docs/cli/cli-reference/ ; https://geminicli.com/docs/get-started/authentication/,2026-09-13
gemini-cli,Gemini CLI,test,MODEL,シェルでテスト→修正を依頼。ローカルQwen対応を意味しない。,,https://geminicli.com/docs/reference/configuration/,2026-09-13
gemini-cli,Gemini CLI,delegate,SLASH,`/agents list` / `/agents reload`等でsubagentを管理。ローカルQwen接続は未確認。,`/agents refresh` = `/agents reload`,https://geminicli.com/docs/reference/commands/,2026-09-13
gemini-cli,Gemini CLI,schedule,EXTENSION,headlessを外部schedulerで起動する構成,,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
gemini-cli,Gemini CLI,limits,CONFIG,`model.maxSessionTurns`等の設定。導入版のschemaを確認。,,https://geminicli.com/docs/reference/configuration/,2026-09-13
gemini-cli,Gemini CLI,sandbox,CLI,`--sandbox`,`-s` = `--sandbox`,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
gemini-cli,Gemini CLI,extend,CONFIG,extensions / MCP / skills / hooks,,https://geminicli.com/docs/reference/configuration/,2026-09-13
gemini-cli,Gemini CLI,output,CLI,`--output-format json` / `stream-json`,`-o` = `--output-format`,https://geminicli.com/docs/cli/cli-reference/,2026-09-13
